Course Code,Course Title,Meeting Info,Instructor,Seats Available,Max Enrollment,Additional Details,Paragraph Text
,,,,,,"A study of biological processes at the molecular level with an emphasis on the chemistry of biological molecules, elements of physical biochemistry, the structure of proteins, the mechanisms and kinetics of enzyme catalyzed reactions, and selected topics in intermediary metabolism, including the metabolism of carbohydrates and lipids. Three lecture hours and one three-hour laboratory per week. Prerequisite(s): BIOL 200 and CHEM 212, or permission of instructor. Students must earn a C- or higher in prerequisite courses.
Natural science and mathematicshttps://macalester.bncollege.com/webapp/wcs/stores/servlet/TBListView?cm_mmc=RI-_-8345-_-1-_-A&catalogId=10001&storeId=89536&termMapping=Y&courseXml=%3C?xml%20version=%271.0%27%20encoding=%27UTF-8%27?%3E%3Ctextbookorder%3E%3Ccourses%3E%3Ccourse%20term=%27202410%27%20dept=%20%27CHEM%27%20num=%27351%27%20sect=%27L2%27%20/%3E%3C/courses%3E%3C/textbookorder%3E","A study of biological processes at the molecular level with an emphasis on the chemistry of biological molecules, elements of physical biochemistry, the structure of proteins, the mechanisms and kinetics of enzyme catalyzed reactions, and selected topics in intermediary metabolism, including the metabolism of carbohydrates and lipids. Three lecture hours and one three-hour laboratory per week. Prerequisite(s): BIOL 200 and CHEM 212, or permission of instructor. Students must earn a C- or higher in prerequisite courses.
Natural science and mathematics"
CHEM 394-01 (10208),Scientific Communication,Meeting: M      7:00 - 10:00 pmOLRI 300,Instructor: Leah Witus,2,12,First day attendance required,First day attendance required
,,,,,,"This course will provide training on how science is communicated within professional venues and examine how it is communicated effectively (and ineffectively) to the broader public by focusing on the particular conventions, challenges, and opportunities of communicating as a scientist. The unit on professional scientific communication will include topics such as scientific literature, proposals, oral presentations, and ethics. The unit on public scientific communication will include topics such as science outreach, scientific knowledge in the general public, social media, and ethics of public science communication. Prerequisite(s): CHEM 212.
Natural science and mathematicshttps://macalester.bncollege.com/webapp/wcs/stores/servlet/TBListView?cm_mmc=RI-_-8345-_-1-_-A&catalogId=10001&storeId=89536&termMapping=Y&courseXml=%3C?xml%20version=%271.0%27%20encoding=%27UTF-8%27?%3E%3Ctextbookorder%3E%3Ccourses%3E%3Ccourse%20term=%27202410%27%20dept=%20%27CHEM%27%20num=%27394%27%20sect=%2701%27%20/%3E%3C/courses%3E%3C/textbookorder%3E","This course will provide training on how science is communicated within professional venues and examine how it is communicated effectively (and ineffectively) to the broader public by focusing on the particular conventions, challenges, and opportunities of communicating as a scientist. The unit on professional scientific communication will include topics such as scientific literature, proposals, oral presentations, and ethics. The unit on public scientific communication will include topics such as science outreach, scientific knowledge in the general public, social media, and ethics of public science communication. Prerequisite(s): CHEM 212.
Natural science and mathematics"
CHEM 411-01 (10209),Advanced Inorganic Chemistry,Meeting: M W F  10:50 - 11:50 amOLRI 300,Instructor: Paul Fischer,6,12,First day attendance required,First day attendance required
,,,,,,"This course examines how modern theories of chemical bonding are applied to an understanding of the chemistry of the elements of the periodic table. Students explore chemical structures, reactions and spectra on the basis of molecular symmetry and group theory. Topics covered include chemical periodicity, coordination compounds, and organometallic complexes.Three lectures and three hours of laboratory per week. Prerequisite(s): CHEM 312 with a grade of C- or better, or permission of the instructor.
Natural science and mathematics
Quantitative Thinking Q1https://macalester.bncollege.com/webapp/wcs/stores/servlet/TBListView?cm_mmc=RI-_-8345-_-1-_-A&catalogId=10001&storeId=89536&termMapping=Y&courseXml=%3C?xml%20version=%271.0%27%20encoding=%27UTF-8%27?%3E%3Ctextbookorder%3E%3Ccourses%3E%3Ccourse%20term=%27202410%27%20dept=%20%27CHEM%27%20num=%27411%27%20sect=%2701%27%20/%3E%3C/courses%3E%3C/textbookorder%3E","This course examines how modern theories of chemical bonding are applied to an understanding of the chemistry of the elements of the periodic table. Students explore chemical structures, reactions and spectra on the basis of molecular symmetry and group theory. Topics covered include chemical periodicity, coordination compounds, and organometallic complexes.Three lectures and three hours of laboratory per week. Prerequisite(s): CHEM 312 with a grade of C- or better, or permission of the instructor.
Natural science and mathematics
Quantitative Thinking Q1"
CHEM 411-L1 (10210),Advanced Inorganic Chem Lab,Meeting:  T     8:00 - 11:10 amOLRI 380,Instructor: Paul Fischer,3,6,First day attendance required,First day attendance required
,,,,,,"This course examines how modern theories of chemical bonding are applied to an understanding of the chemistry of the elements of the periodic table. Students explore chemical structures, reactions and spectra on the basis of molecular symmetry and group theory. Topics covered include chemical periodicity, coordination compounds, and organometallic complexes.Three lectures and three hours of laboratory per week. Prerequisite(s): CHEM 312 with a grade of C- or better, or permission of the instructor.
Natural science and mathematicshttps://macalester.bncollege.com/webapp/wcs/stores/servlet/TBListView?cm_mmc=RI-_-8345-_-1-_-A&catalogId=10001&storeId=89536&termMapping=Y&courseXml=%3C?xml%20version=%271.0%27%20encoding=%27UTF-8%27?%3E%3Ctextbookorder%3E%3Ccourses%3E%3Ccourse%20term=%27202410%27%20dept=%20%27CHEM%27%20num=%27411%27%20sect=%27L1%27%20/%3E%3C/courses%3E%3C/textbookorder%3E","This course examines how modern theories of chemical bonding are applied to an understanding of the chemistry of the elements of the periodic table. Students explore chemical structures, reactions and spectra on the basis of molecular symmetry and group theory. Topics covered include chemical periodicity, coordination compounds, and organometallic complexes.Three lectures and three hours of laboratory per week. Prerequisite(s): CHEM 312 with a grade of C- or better, or permission of the instructor.
Natural science and mathematics"
CHEM 411-L2 (10211),Advanced Inorganic Chem Lab,Meeting:    R   8:00 - 11:10 amOLRI 380,Instructor: Paul Fischer,4,6,First day attendance required,First day attendance required
,,,,,,"This course examines how modern theories of chemical bonding are applied to an understanding of the chemistry of the elements of the periodic table. Students explore chemical structures, reactions and spectra on the basis of molecular symmetry and group theory. Topics covered include chemical periodicity, coordination compounds, and organometallic complexes.Three lectures and three hours of laboratory per week. Prerequisite(s): CHEM 312 with a grade of C- or better, or permission of the instructor.
Natural science and mathematicshttps://macalester.bncollege.com/webapp/wcs/stores/servlet/TBListView?cm_mmc=RI-_-8345-_-1-_-A&catalogId=10001&storeId=89536&termMapping=Y&courseXml=%3C?xml%20version=%271.0%27%20encoding=%27UTF-8%27?%3E%3Ctextbookorder%3E%3Ccourses%3E%3Ccourse%20term=%27202410%27%20dept=%20%27CHEM%27%20num=%27411%27%20sect=%27L2%27%20/%3E%3C/courses%3E%3C/textbookorder%3E","This course examines how modern theories of chemical bonding are applied to an understanding of the chemistry of the elements of the periodic table. Students explore chemical structures, reactions and spectra on the basis of molecular symmetry and group theory. Topics covered include chemical periodicity, coordination compounds, and organometallic complexes.Three lectures and three hours of laboratory per week. Prerequisite(s): CHEM 312 with a grade of C- or better, or permission of the instructor.
Natural science and mathematics"
CHIN 101-01 (10212),First Year Chinese I,Meeting: M W F  9:40 - 10:40 amHUM 111,Instructor: Rivi Handler-Spitz,12,20,,
,,,,,,"This course introduces students to Mandarin Chinese and Chinese culture. It offers instruction and practice in basic sentence patterns and conversational expressions to enable students to speak, read, write, and understand Mandarin Chinese.https://macalester.bncollege.com/webapp/wcs/stores/servlet/TBListView?cm_mmc=RI-_-8345-_-1-_-A&catalogId=10001&storeId=89536&termMapping=Y&courseXml=%3C?xml%20version=%271.0%27%20encoding=%27UTF-8%27?%3E%3Ctextbookorder%3E%3Ccourses%3E%3Ccourse%20term=%27202410%27%20dept=%20%27CHIN%27%20num=%27101%27%20sect=%2701%27%20/%3E%3C/courses%3E%3C/textbookorder%3E","This course introduces students to Mandarin Chinese and Chinese culture. It offers instruction and practice in basic sentence patterns and conversational expressions to enable students to speak, read, write, and understand Mandarin Chinese."
CHIN 101-02 (10213),First Year Chinese I,Meeting: M W F  10:50 - 11:50 amHUM 111,Instructor: Rivi Handler-Spitz,9,20,,
,,,,,,"This course introduces students to Mandarin Chinese and Chinese culture. It offers instruction and practice in basic sentence patterns and conversational expressions to enable students to speak, read, write, and understand Mandarin Chinese.https://macalester.bncollege.com/webapp/wcs/stores/servlet/TBListView?cm_mmc=RI-_-8345-_-1-_-A&catalogId=10001&storeId=89536&termMapping=Y&courseXml=%3C?xml%20version=%271.0%27%20encoding=%27UTF-8%27?%3E%3Ctextbookorder%3E%3Ccourses%3E%3Ccourse%20term=%27202410%27%20dept=%20%27CHIN%27%20num=%27101%27%20sect=%2702%27%20/%3E%3C/courses%3E%3C/textbookorder%3E","This course introduces students to Mandarin Chinese and Chinese culture. It offers instruction and practice in basic sentence patterns and conversational expressions to enable students to speak, read, write, and understand Mandarin Chinese."
CHIN 101-L1 (10214),First Year Chinese Lab,Meeting:  T     8:30 - 9:30 amHUM 226,Instructor: Lulu Qiu,5,12,,
,,,,,,"This course introduces students to Mandarin Chinese and Chinese culture. It offers instruction and practice in basic sentence patterns and conversational expressions to enable students to speak, read, write, and understand Mandarin Chinese.https://macalester.bncollege.com/webapp/wcs/stores/servlet/TBListView?cm_mmc=RI-_-8345-_-1-_-A&catalogId=10001&storeId=89536&termMapping=Y&courseXml=%3C?xml%20version=%271.0%27%20encoding=%27UTF-8%27?%3E%3Ctextbookorder%3E%3Ccourses%3E%3Ccourse%20term=%27202410%27%20dept=%20%27CHIN%27%20num=%27101%27%20sect=%27L1%27%20/%3E%3C/courses%3E%3C/textbookorder%3E","This course introduces students to Mandarin Chinese and Chinese culture. It offers instruction and practice in basic sentence patterns and conversational expressions to enable students to speak, read, write, and understand Mandarin Chinese."
CHIN 101-L2 (10215),First Year Chinese Lab,Meeting:  T     9:40 - 10:40 amHUM 226,Instructor: Lulu Qiu,6,12,,
,,,,,,"This course introduces students to Mandarin Chinese and Chinese culture. It offers instruction and practice in basic sentence patterns and conversational expressions to enable students to speak, read, write, and understand Mandarin Chinese.https://macalester.bncollege.com/webapp/wcs/stores/servlet/TBListView?cm_mmc=RI-_-8345-_-1-_-A&catalogId=10001&storeId=89536&termMapping=Y&courseXml=%3C?xml%20version=%271.0%27%20encoding=%27UTF-8%27?%3E%3Ctextbookorder%3E%3Ccourses%3E%3Ccourse%20term=%27202410%27%20dept=%20%27CHIN%27%20num=%27101%27%20sect=%27L2%27%20/%3E%3C/courses%3E%3C/textbookorder%3E","This course introduces students to Mandarin Chinese and Chinese culture. It offers instruction and practice in basic sentence patterns and conversational expressions to enable students to speak, read, write, and understand Mandarin Chinese."
