Course Code,Course Title,Meeting Info,Instructor,Seats Available,Max Enrollment,Additional Details
PSYC 248-L1 (30629),Behavioral Neuroscience Lab,Meeting:    R   1:20 - 4:30 pmOLRI 371H,Instructor: Jean-Marie Maddux,24,24,
PSYC 250-01 (30630),Developmental Psychology,Meeting:  T R   9:40 - 11:10 amTHEATR 001,Instructor: Cari Gillen-O'Neel,35,35,
PSYC 252-01 (30631),"Distress, Dysfunction, and Disorder: Perspectives on the DSM",Meeting: M W F  9:40 - 10:40 amOLRI 250,Instructor: Jaine Strauss,60,60,
PSYC 294-01 (30634),Cultural Psychology,Meeting:  T R   1:20 - 2:50 pmTHEATR 201,Instructor: Jill Fish,24,24,
PSYC 294-02 (30822),Mental Health and Well-Being in US Schools,Meeting:  T R   1:20 - 2:50 pmTHEATR 202,Instructor: Tina Kruse,20,20,Cross-listed with EDUC 294-02
PSYC 301-01 (30635),Research in Psychology II,Meeting:  T R   9:40 - 11:10 amTHEATR 201,Instructor: Jill Fish,24,24,
PSYC 350-01 (30636),Race in Developing Lives,Meeting:  T R   1:20 - 2:50 pmTHEATR 101,Instructor: Cari Gillen-O'Neel,16,16,
PSYC 368-01 (30637),Psychology of/and Disability,Meeting:  T R   3:00 - 4:30 pmTHEATR 201,Instructor: Joan Ostrove,16,16,Cross-listed with WGSS 368-01
PSYC 374-01 (30639),Clinical and Counseling Psychology,Meeting:  T R   9:40 - 11:10 amTHEATR 202,Instructor: Jaine Strauss,16,16,
PSYC 394-02 (30641),Neuroscience of Reward,Meeting:  T R   9:40 - 11:10 amTHEATR 204,Instructor: Jean-Marie Maddux,16,16,
PSYC 394-04 (30916),Development of Language,Meeting:  T R   3:00 - 4:30 pmOLRI 352,Instructor:,15,15,
PSYC 394-05 (30951),Stress and Resilience in Development,Meeting: M W F  12:00 - 1:00 pmOLRI 301,Instructor:,15,15,
PSYC 401-01 (30644),Directed Research in Psychology,Meeting: M W F  10:50 - 11:50 amOLRI 352,Instructor: Ariel JamesBrooke LeaAnnie Pezalla,8,8,
PSYC 401-02 (30643),Directed Research in Psychology,Meeting: M W F  10:50 - 11:50 amOLRI 349,Instructor: Ariel JamesBrooke LeaAnnie Pezalla,4,4,
PSYC 401-03 (30645),Directed Research in Psychology,Meeting: M W F  10:50 - 11:50 amOLRI 300,Instructor: Ariel JamesBrooke LeaAnnie Pezalla,4,4,
PSYC 450-01 (30646),Research in Hemisphere Asymmetries,Meeting: M W F  10:50 - 11:50 amTHEATR 101,Instructor: Darcy Burgund,8,8,Permission of instructor required
PSYC 490-01 (30251),Behavioral and Experimental Economics Capstone,Meeting:  T R   1:20 - 2:50 pmCARN 304,Instructor: Pete Ferderer,20,20,
PSYC 492-01 (30930),Honors Seminar in Psychology,Meeting:   W    12:00 - 1:00 pmTHEATR 101,Instructor: Steve Guglielmo,16,16,Permission of instructor required
RELI 111-01 (30647),Introduction to Buddhism,Meeting: M W F  10:50 - 11:50 amMAIN 011,Instructor: Erik Davis,11,11,First day attendance required; registration limit has been adjusted to save 5 seats for FYs
RELI 194-01 (30648),Meet the Rabbis: Introduction to Rabbinic Literature,Meeting:   W    7:00 - 10:00 pmMAIN 001,Instructor: Nicholas Schaser,15,15,
RELI 200-01 (30800),The Qur’an and the Prophet,Meeting: M W F  1:10 - 2:10 pmOLRI 270,Instructor: Brittany Landorf,20,20,
RELI 233-01 (30649),Hindus and Muslims,Meeting: M W F  9:40 - 10:40 amMAIN 011,Instructor: James Laine,10,10,
RELI 238-01 (30650),"Catholics: Culture, Identity, Politics",Meeting: M W F  2:20 - 3:20 pmMAIN 002,Instructor: James Laine,10,10,
RELI 241-01 (30005),"Reclaiming Zen, Yoga and Church: Asian American Religions",Meeting:  T R   1:20 - 2:50 pmHUM 228,Instructor: Jake Nagasawa,15,15,Cross-listed with AMST 241-01 and ASIA 241-01; registration limit has been adjusted to save 5 seats for FYs
RELI 253-01 (30651),James Baldwin and the Black Religious Imagination,Meeting: M W F  1:10 - 2:10 pmMAIN 001,Instructor: William Hart,15,15,Cross-listed with AMST 253-01
RELI 294-01 (30653),Representing Malcolm X,Meeting: M W F  3:30 - 4:30 pmMAIN 003,Instructor: William Hart,15,15,Cross-listed with AMST 294-02
RELI 294-02 (30655),Queer Christians,Meeting:  T R   9:40 - 11:10 amARTCOM 202,Instructor: Susanna Drake,10,10,
RELI 294-03 (30446),Comparative Muslim Cultures,Meeting:  T R   3:00 - 4:30 pmCARN 404,Instructor: Jenna Rice Rahaim,20,20,Cross-listed with ANTH 253-01 and INTL 253-01
RELI 294-04 (30928),Art and Architecture of Byzantium and Medieval Europe,Meeting: M W F  2:20 - 3:20 pmARTCOM 102,Instructor: Serdar Yalcin,20,20,Cross-listed with ART 284-01 and CLAS 294-02
RELI 294-05 (30961),From Jonestown to NXIVM: Popular Representations of Cults and Cultists,Meeting: M W F  3:30 - 4:30 pmHUM 409,Instructor: Bradley Stiffler,20,20,First day attendance required; cross-listed with MCST 294-01
RELI 311-01 (30656),Ritual,Meeting:  T R   1:20 - 2:50 pmMAIN 001,Instructor: Erik Davis,12,12,First day attendance required; cross-listed with ANTH 394-02
RELI 325-01 (30658),Conquering the Flesh: Renunciation of Food/Sex in the Christian Tradition,Meeting:  T R   1:20 - 2:50 pmTHEATR 206,Instructor: Susanna Drake,10,10,Cross-listed with WGSS 325-01
RELI 469-01 (30660),Approaches to the Study of Religion,Meeting: M      7:00 - 10:00 pmMAIN 011,Instructor: James Laine,10,10,
RUSS 102-01 (30661),Elementary Russian II,Meeting: M W F  9:40 - 10:40 amHUM 217,Instructor: Maria Fedorova,20,20,
RUSS 102-L1 (30662),Elementary Russian II Lab,Meeting:  T R   9:40 - 10:20 amHUM 400,Instructor: Tamara von Schmidt-Pauli,10,10,
RUSS 102-L2 (30663),Elementary Russian II Lab,Meeting:  T R   3:00 - 3:40 pmHUM 212,Instructor: Tamara von Schmidt-Pauli,10,10,
RUSS 204-01 (30664),Intermediate Russian II,Meeting: M W F  9:40 - 10:40 amHUM 216,Instructor: Julia Chadaga,20,20,
RUSS 204-L1 (30665),Intermediate Russian II Lab,Meeting:  T R   10:30 - 11:10 amHUM 400,Instructor: Tamara von Schmidt-Pauli,10,10,
RUSS 204-L2 (30666),Intermediate Russian II Lab,Meeting:  T R   3:45 - 4:25 pmHUM 212,Instructor: Tamara von Schmidt-Pauli,10,10,
RUSS 260-01 (30668),Rise/Fall of Tsarist Russia,Meeting: M W F  1:10 - 2:10 pmTHEATR 205,Instructor: Maria Fedorova,20,20,Cross-listed with HIST 260-01
RUSS 294-01 (30431),A Global History of Time,Meeting: M W F  10:50 - 11:50 amMAIN 009,Instructor: Ernesto CapelloMaria Fedorova,20,20,Cross-listed with HIST 294-04
RUSS 294-02 (30824),Once We Arrived:  Stories of Immigrants’ First Jobs,Meeting:  T R   3:00 - 4:30 pmHUM 113,Instructor: Julia Chadaga,15,15,Cross-listed with AMST 294-04
RUSS 294-03 (30929),Art Against the State in Communist and Post-Communist World,Meeting: M W    1:20 - 2:50 pmARTCOM 202,Instructor: Joanna Inglot,15,15,Cross-listed with ART 294-02
RUSS 305-01 (30670),Advanced Russian I,Meeting:  T R   9:40 - 11:20 amHUM 113,Instructor: Julia Chadaga,15,15,
RUSS 364-01 (30460),Culture and Revolution,Meeting:  T R   1:20 - 2:50 pmCARN 105,Instructor: James von Geldern,20,20,Cross-listed with INTL 364-01
SOCI 110-01 (30673),Introduction to Sociology,Meeting:  T R   1:20 - 2:50 pmHUM 212,Instructor: Khaldoun Samman,5,5,"First day attendance required; registration limit has been adjusted to save 5 seats for SOs, 10 seats for FYs"
SOCI 175-01 (30482),Sociolinguistics,Meeting: M W F  2:20 - 3:20 pmCARN 05,Instructor: Marianne Milligan,4,4,"First day attendance required; cross-listed with LING 175-01; registration limit has been adjusted to save 4 seats for SRs, 4 seats for JRs, 6 seats for SOs, 6 seats for FYs"
SOCI 190-01 (30674),Criminal Behavior/Social Control,Meeting: M W F  12:00 - 1:00 pmCARN 206,Instructor: Erik Larson,5,5,"First day attendance required; registration limit has been adjusted to save 5 seats for SRs, 6 seats for JRs, 7 seats for SO, 7 seats for FYs"
SOCI 220-01 (30675),Sociology of Race/Ethnicity:  Racial Justice and Water Use in the Twin Cities,Meeting: M W F  8:30 - 9:30 amCARN 304,Instructor: Erika Busse-Cardenas,15,15,Cross-listed with LATI 294-01; registration limit has been adjusted to save 5 seats for FYs
SOCI 248-01 (30913),Struggles for Reproductive Justice: A Global Perspective,Meeting: M W F  10:50 - 11:50 amLIBR 250,Instructor: Erika Busse-Cardenas,20,20,Cross-listed with LATI 248-01 and WGSS 248-01
SOCI 269-01 (30677),Social Science Inquiry,Meeting:  T R   3:00 - 4:30 pmCARN 05,Instructor: Christina Hughes,25,25,
SOCI 272-01 (30678),Social Theories,Meeting: M W F  1:10 - 2:10 pmCARN 206,Instructor: Khaldoun Samman,25,25,First day attendance required
SOCI 294-01 (30021),Decolonizing Global Perspectives,Meeting:  T R   9:40 - 11:10 amOLRI 270,Instructor: Olga GonzalezErika Busse-Cardenas,20,20,Cross-listed with ANTH 294-03
SOCI 294-03 (30682),Collective Memory,Meeting:   W    7:00 - 10:00 pmCARN 204,Instructor: Christina Hughes,20,20,
SOCI 370-01 (30683),Political Sociology,Meeting: M W F  2:20 - 3:20 pmCARN 105,Instructor: Erik Larson,20,20,
SPAN 101-01 (30684),Elementary Spanish I,Meeting: M W F  12:00 - 1:00 pmHUM 217,Instructor: Daniel Coral Reyes,20,20,First day attendance required
SPAN 101-02 (30685),Elementary Spanish I,Meeting: M W F  1:10 - 2:10 pmHUM 217,Instructor: Daniel Coral Reyes,20,20,First day attendance required
SPAN 101-L1 (30686),Elementary Spanish I Lab,Meeting:  T     9:40 - 10:40 amHUM 215,Instructor: Bibiana Sanabria Toro,12,12,First day attendance required
SPAN 101-L2 (30687),Elementary Spanish I Lab,Meeting:  T     3:30 - 4:30 pmHUM 226,Instructor: Bibiana Sanabria Toro,12,12,First day attendance required
SPAN 101-L3 (30688),Elementary Spanish I Lab,Meeting:    R   1:20 - 2:20 pmHUM 314,Instructor: Bibiana Sanabria Toro,12,12,First day attendance required
SPAN 101-L4 (30689),Elementary Spanish I Lab,Meeting:  T     8:30 - 9:30 amHUM 215,Instructor: Bibiana Sanabria Toro,12,12,First day attendance required
SPAN 101-L5 (30690),Elementary Spanish I Lab,Meeting: TBA,Instructor: Claire Lozano,12,12,"First day attendance required; permission of instructor required;TBA sections at all levels (SPAN 101/102/203/204) are reserved for students whose schedules conflict with all lab sessions offered. Officially, they will be registered under the TBA section for their level with the Registrar's Office. Then, they need to see Claire Lozano (HUM 219), Coordinator (Dept. of Spanish and Portuguese), to make arrangements for a TBA lab session with a tutor. Should you have any questions or concerns, please contact Claire by sending an e-mail to clozano@macalester.edu"
SPAN 102-01 (30691),Elementary Spanish II,Meeting: M W F  10:50 - 11:50 amHUM 409,Instructor: Blanca Gimeno Escudero,20,20,First day attendance required
SPAN 102-02 (30692),Elementary Spanish II,Meeting: M W F  12:00 - 1:00 pmHUM 409,Instructor: Blanca Gimeno Escudero,20,20,First day attendance required
SPAN 102-L1 (30693),Elementary Spanish II Lab,Meeting:  T     9:40 - 10:40 amHUM 213,Instructor: Monica Lujan Cervera,12,12,First day attendance required
SPAN 102-L2 (30694),Elementary Spanish II Lab,Meeting:  T     3:30 - 4:30 pmHUM 409,Instructor: Monica Lujan Cervera,12,12,First day attendance required
SPAN 102-L3 (30695),Elementary Spanish II Lab,Meeting:    R   1:20 - 2:20 pmHUM 226,Instructor: Monica Lujan Cervera,12,12,First day attendance required
SPAN 102-L4 (30696),Elementary Spanish II Lab,Meeting:  T     8:30 - 9:30 amHUM 213,Instructor: Monica Lujan Cervera,12,12,First day attendance required
SPAN 102-L5 (30697),Elementary Spanish II Lab,Meeting: TBA,Instructor: Claire Lozano,12,12,"First day attendance required; permission of instructor required; TBA sections at all levels (SPAN 101/102/203/204) are reserved for students whose schedules conflict with all lab sessions offered. Officially, they will be registered under the TBA section for their level with the Registrar's Office. Then, they need to see Claire Lozano (HUM 219), Coordinator (Dept. of Spanish and Portuguese), to make arrangements for a TBA lab session with a tutor. Should you have any questions or concerns, please contact Claire by sending an e-mail to clozano@macalester.edu"
SPAN 203-01 (30698),Intermediate Spanish I,Meeting: M W F  8:30 - 9:30 amHUM 409,Instructor: Teresa Mesa Adamuz,20,20,First day attendance required
SPAN 203-02 (30699),Intermediate Spanish I,Meeting: M W F  1:10 - 2:10 pmHUM 228,Instructor: Toni Dorca,20,20,First day attendance required
SPAN 203-03 (30700),Intermediate Spanish I,Meeting: M W F  2:20 - 3:20 pmHUM 228,Instructor: Toni Dorca,20,20,First day attendance required
SPAN 203-L1 (30701),Intermediate Spanish I Lab,Meeting:  T     1:20 - 2:20 pmHUM 226,Instructor: Bibiana Sanabria Toro,12,12,First day attendance required
SPAN 203-L2 (30702),Intermediate Spanish I Lab,Meeting:  T     2:25 - 3:25 pmHUM 226,Instructor: Bibiana Sanabria Toro,12,12,First day attendance required
SPAN 203-L3 (30703),Intermediate Spanish I Lab,Meeting:    R   9:40 - 10:40 amHUM 215,Instructor: Bibiana Sanabria Toro,12,12,First day attendance required
SPAN 203-L4 (30704),Intermediate Spanish I Lab,Meeting:    R   2:25 - 3:25 pmHUM 314,Instructor: Bibiana Sanabria Toro,12,12,First day attendance required
SPAN 203-L5 (30705),Intermediate Spanish I Lab,Meeting:    R   8:30 - 9:30 amHUM 215,Instructor: Bibiana Sanabria Toro,12,12,First day attendance required
SPAN 203-L6 (30706),Intermediate Spanish I Lab,Meeting:    R   3:30 - 4:30 pmHUM 314,Instructor: Bibiana Sanabria Toro,12,12,First day attendance required
SPAN 203-L7 (30707),Intermediate Spanish I Lab,Meeting: TBA,Instructor: Claire Lozano,12,12,"First day attendance required; permission of instructor required; TBA sections at all levels (SPAN 101/102/203/204) are reserved for students whose schedules conflict with all lab sessions offered. Officially, they will be registered under the TBA section for their level with the Registrar's Office. Then, they need to see Claire Lozano (HUM 219), Coordinator (Dept. of Spanish and Portuguese), to make arrangements for a TBA lab session with a tutor. Should you have any questions or concerns, please contact Claire by sending an e-mail to clozano@macalester.edu"
SPAN 204-01 (30708),Intermediate Spanish II,Meeting: M W F  10:50 - 11:50 amHUM 215,Instructor: Cynthia Kauffeld,20,20,First day attendance required
SPAN 204-02 (30709),Intermediate Spanish II,Meeting: M W F  1:10 - 2:10 pmHUM 111,Instructor: Claudia Giannini,20,20,First day attendance required
SPAN 204-03 (30710),Intermediate Spanish II,Meeting: M W F  2:20 - 3:20 pmHUM 217,Instructor: Blanca Gimeno Escudero,20,20,First day attendance required
SPAN 204-04 (30711),Intermediate Spanish II,Meeting: M W F  3:30 - 4:30 pmHUM 217,Instructor: Claudia Giannini,20,20,First day attendance required
SPAN 204-L1 (30712),Intermediate Spanish II Lab,Meeting:  T     1:20 - 2:20 pmHUM 314,Instructor: Monica Lujan Cervera,14,14,First day attendance required
SPAN 204-L2 (30713),Intermediate Spanish II Lab,Meeting:  T     2:25 - 3:25 pmOLRI 150,Instructor: Monica Lujan Cervera,14,14,First day attendance required
SPAN 204-L3 (30714),Intermediate Spanish II Lab,Meeting:    R   9:40 - 10:40 amHUM 213,Instructor: Monica Lujan Cervera,14,14,First day attendance required
SPAN 204-L4 (30715),Intermediate Spanish II Lab,Meeting:    R   2:25 - 3:25 pmHUM 226,Instructor: Monica Lujan Cervera,14,14,First day attendance required
SPAN 204-L5 (30716),Intermediate Spanish II Lab,Meeting:    R   8:30 - 9:30 amHUM 213,Instructor: Monica Lujan Cervera,14,14,First day attendance required
SPAN 204-L6 (30717),Intermediate Spanish II Lab,Meeting:    R   3:30 - 4:30 pmHUM 226,Instructor: Monica Lujan Cervera,14,14,First day attendance required
SPAN 204-L7 (30718),Intermediate Spanish II Lab,Meeting: TBA,Instructor: Claire Lozano,14,14,"First day attendance required; permission of instructor required; TBA sections at all levels (SPAN 101/102/203/204) are reserved for students whose schedules conflict with all lab sessions offered. Officially, they will be registered under the TBA section for their level with the Registrar's Office. Then, they need to see Claire Lozano (HUM 219), Coordinator (Dept. of Spanish and Portuguese), to make arrangements for a TBA lab session with a tutor. Should you have any questions or concerns, please contact Claire by sending an e-mail to clozano@macalester.edu"
SPAN 220-01 (30721),Accelerated Intermediate Spanish,Meeting: M W F  1:10 - 2:10 pmHUM 113,Instructor: Susana Blanco-Iglesias,15,15,5 credits; first day attendance required
SPAN 305-01 (30722),Advanced Oral and Written Expression,Meeting:  T R   3:00 - 4:30 pmTHEATR 001,Instructor: Margaret Olsen,15,15,First day attendance required
SPAN 305-02 (30723),Advanced Oral and Written Expression,Meeting: M W F  9:40 - 10:40 amHUM 409,Instructor: Teresa Mesa Adamuz,15,15,First day attendance required
SPAN 307-01 (30724),Introduction to the Analysis of Hispanic Texts,Meeting: M W F  3:30 - 4:30 pmHUM 228,Instructor: Toni Dorca,15,15,First day attendance required; cross-listed with LATI 307-01
SPAN 308-01 (30726),Introduction to U.S. Latinx Studies,Meeting: M W F  10:50 - 11:50 amHUM 113,Instructor: Alicia Muñoz,11,11,First day attendance required; cross-listed with AMST 308-01 and LATI 308-01; registration limit has been adjusted to save 4 seats for FYs
SPAN 309-01 (30729),Introduction to Hispanic Linguistics,Meeting: M W F  9:40 - 10:40 amHUM 404,Instructor: Susana Blanco-Iglesias,15,15,First day attendance required; cross-listed with LING 309-01
SPAN 376-01 (30731),Spanish Dialectology,Meeting: M W F  1:10 - 2:10 pmHUM 216,Instructor: Cynthia Kauffeld,15,15,First day attendance required; cross-listed with LING 436-01
SPAN 394-01 (30734),Caribbean Oral Traditions,Meeting:  T R   9:40 - 11:10 amHUM 102,Instructor: Margaret Olsen,15,15,First day attendance required; cross-listed with LATI 394-01
SPAN 394-02 (30736),The ’New World’ on stage: Pre-Columbian and Transatlantic Drama about Latin America,Meeting:  T R   1:20 - 2:50 pmHUM 113,Instructor: J. Ernesto Ortiz Diaz,15,15,First day attendance required
SPAN 394-03 (30738),"Amazonian Narratives: Myth, Literature, and Film",Meeting: M W F  3:30 - 4:30 pmHUM 102,Instructor: Daniel Coral Reyes,15,15,First day attendance required
SPAN 488-01 (30739),Senior Seminar,Meeting: M      7:00 - 10:00 pmHUM 404,Instructor: Alicia Muñoz,6,6,First day attendance required
SPAN 488-02 (30740),Senior Seminar,Meeting:  T R   9:40 - 11:10 amHUM 216,Instructor: J. Ernesto Ortiz Diaz,6,6,First day attendance required
STAT 112-01 (30182),Introduction to Data Science,Meeting:  T R   1:20 - 2:50 pmTHEATR 213,Instructor: Alicia Johnson,6,6,"First day attendance required; cross-listed with COMP 112-01; ACTC students may register on November 17 with permission of instructor; registration limit has been adjusted to save 6 seats for SRs, 6 seats for JRs, 6 seats for SOs, 6 seas for FYS"
STAT 112-02 (30184),Introduction to Data Science,Meeting:  T R   9:40 - 11:10 amTHEATR 205,Instructor: Daniel O'Loughlin,6,6,"First day attendance required; cross-listed with COMP 112-02; ACTC students may register on November 17 with permission of instructor; registration limit has been adjusted to save 6 seats for SR, 6 seats for JRs, 6 seats for SO, 6 seats for FYs"
STAT 112-03 (30186),Introduction to Data Science,Meeting:  T R   3:00 - 4:30 pmTHEATR 202,Instructor: Daniel O'Loughlin,6,6,"First day attendance required; cross-listed with COMP 112-03; ACTC students may register on November 17 with permission of instructor; registration limit has been adjusted to save 6 seats for SRs, 6 seats for JRs, 6 seats for SOs, 6 seats for FYs"
STAT 125-01 (30741),Epidemiology,Meeting:  T R   1:20 - 2:50 pmOLRI 150,Instructor: Leslie Myint,22,22,ACTC students may register on November 17 with permission of instructor; registration limit has been adjusted to save 2 seats for FYs
STAT 125-02 (30807),Epidemiology,Meeting:  T R   3:00 - 4:30 pmTHEATR 203,Instructor: Leslie Myint,24,24,ACTC students may register on November 17 with permission of instructor
STAT 155-01 (30742),Introduction to Statistical Modeling,Meeting: M W F  9:40 - 10:40 amTHEATR 202,Instructor: Vittorio Addona,20,20,ACTC students may register on November 17 with permission of instructor; registration limit has been adjusted to save 4 seats for FYs
STAT 155-02 (30743),Introduction to Statistical Modeling,Meeting: M W F  10:50 - 11:50 amTHEATR 203,Instructor: Vittorio Addona,20,20,ACTC students may register on November 17 with permission of instructor; registration limit has been adjusted to save 4 seats for FYs
STAT 155-04 (30745),Introduction to Statistical Modeling,Meeting: M W F  2:20 - 3:20 pmOLRI 241,Instructor: Taylor Okonek,20,20,ACTC students may register on November 17 with permission of instructor; registration limit has been adjusted to save 4 seats for FYs
STAT 155-05 (30746),Introduction to Statistical Modeling,Meeting: M W F  12:00 - 1:00 pmOLRI 254,Instructor: Laura Lyman,20,20,ACTC students may register on November 17 with permission of instructor; registration limit has been adjusted to save 4 seats for FYs
STAT 155-06 (30747),Introduction to Statistical Modeling,Meeting: M W F  3:30 - 4:30 pmOLRI 254,Instructor: Laura Lyman,20,20,ACTC students may register on November 17 with permission of instructor; registration limit has been adjusted to save 4 seats for FYs
STAT 212-01 (30204),Intermediate Data Science,Meeting:  T R   9:40 - 11:10 amOLRI 300,Instructor: Leslie Myint,20,20,First day attendance required; cross-listed with COMP 212-01; ACTC students may register on November 17 with permission of instructor
STAT 253-01 (30748),Statistical Machine Learning,Meeting:  T R   9:40 - 11:10 amOLRI 254,Instructor: Brianna Heggeseth,20,20,ACTC students may register on November 17 with permission of instructor
STAT 253-02 (30749),Statistical Machine Learning,Meeting:  T R   1:20 - 2:50 pmOLRI 254,Instructor: Brianna Heggeseth,20,20,ACTC students may register on November 17 with permission of instructor
STAT 354-01 (30499),Probability,Meeting:  T R   3:00 - 4:30 pmOLRI 300,Instructor: Laura Lyman,20,20,Cross-listed with MATH 354-01
STAT 454-01 (30750),Bayesian Statistics,Meeting:  T R   3:00 - 4:30 pmTHEATR 101,Instructor: Alicia Johnson,16,16,
STAT 455-01 (30751),Mathematical Statistics,Meeting: M W F  10:50 - 11:50 amTHEATR 200,Instructor: Taylor Okonek,16,16,Cross-listed with MATH 455-01
THDA 112-01 (30753),Reading Plays: Black Playwrights,Meeting: M W F  2:20 - 3:20 pmTHEATR 001,Instructor:,14,14,Cross-listed with AMST 102-01 and ENGL 194-03
THDA 113-01 (30754),The Power of the Dancing Body,Meeting: M W F  9:40 - 10:40 amMAIN 003,Instructor: Wynn Fricke,14,14,
THDA 22-01 (30769),Dances of the African Diaspora II,Meeting:  T R   3:00 - 4:30 pmTHEATR 120,Instructor: Marciano Silva Dos Santos,18,18,2 credits
THDA 220-01 (30755),Voice in Performance,Meeting:  T R   1:20 - 2:50 pmTHEATR 120,Instructor: Barbra Berlovitz,12,12,
THDA 221-01 (30762),Dance Composition,Meeting:  T R   1:20 - 2:50 pmTHEATR 003,Instructor: Wynn Fricke,12,12,
THDA 230-01 (30756),"The Art of Play: Action, Invention, and Chaos",Meeting: M W F  2:20 - 4:20 pmTHEATR 120,Instructor: Robert Rosen,14,14,
THDA 235-01 (30757),Fundamentals of Scenography,Meeting:  T R   1:20 - 2:50 pmTHEATR 006,Instructor: Wu Chen Khoo,12,12,
THDA 242-01 (30758),Playwriting,Meeting:  T R   3:00 - 4:30 pmTHEATR 002,Instructor: Cristina Luzárraga,12,12,Cross-listed with ENGL 285-01
THDA 255-01 (30760),Lighting Design,Meeting:  T R   3:00 - 4:30 pmTHEATR 006,Instructor: Kathy Maxwell,12,12,
THDA 285-01 (30761),Costume Design,Meeting: M W F  12:00 - 2:00 pmTHEATR 006,Instructor:,12,12,
THDA 294-01 (30931),Puppetry,Meeting: M W F  9:40 - 11:40 amTHEATR 006,Instructor:,12,12,
THDA 31-01 (30812),Dance Improvisation,Meeting: M W F  10:50 - 11:50 amTHEATR 120,Instructor: Krista Langberg,18,18,
THDA 360-01 (30763),Acting Approaches: Comedy,Meeting:  T R   9:40 - 11:10 amTHEATR 004,Instructor: Claudia Tatinge Nascimento,16,16,
THDA 375-01 (30764),Set Design,Meeting:  T R   9:40 - 11:10 amTHEATR 006,Instructor: Thomas Barrett,12,12,
THDA 385-01 (30765),Intermediate Playwriting,Meeting:  T R   1:20 - 2:50 pmTHEATR 204,Instructor:,12,12,Cross-listed with ENGL 385-01
THDA 394-01 (30767),Great Directors,Meeting: M W F  1:10 - 2:10 pmTHEATR 202,Instructor: Randy Reyes,16,16,
THDA 394-02 (30768),Devising,Meeting:  T R   3:00 - 4:30 pmTHEATR 004,Instructor: Robert Rosen,12,12,
THDA 42-01 (30770),Modern Dance II,Meeting: M W F  1:10 - 2:10 pmTHEATR 120,Instructor: Wynn Fricke,18,18,2 credits
THDA 44-01 (30771),Modern Dance IV,Meeting: M W    4:45 - 6:00 pmTHEATR 120,Instructor: Toni Pierce-Sands,18,18,2 credits
THDA 51-01 (30772),Beginning Ballet,Meeting: M W F  2:20 - 3:20 pmTHEATR 003,Instructor: Jill Lile,14,14,2 credits
THDA 53-01 (30773),Intermediate Ballet,Meeting:  T R   3:00 - 4:30 pmTHEATR 003,Instructor: Jill Lile,18,18,2 credits
THDA 55-01 (30774),Advanced Ballet,Meeting: M W F  3:30 - 4:45 pmTHEATR 003,Instructor: Jill Lile,18,18,2 credits
THDA 79-01 (30939),Performance Practice in Student Projects,Meeting: MTWR   5:30 - 9:00 pm,Instructor: Claudia Tatinge Nascimento,50,50,
THDA 80-01 (30776),Performance Practice,Meeting: MTWR   5:30 - 9:00 pmTHEATR 121,Instructor: Randy Reyes,50,50,Contact the instructor for participation requirements; 2 credits awarded at the end of the semester. May be repeated for credit.
THDA 80-02 (30938),Performance Practice,Meeting: MTWR   5:30 - 9:00 pm,Instructor: Jill Lile,50,50,
THDA 92-01 (30937),Urban & Street Dance,Meeting: M W F  12:00 - 1:00 pmTHEATR 003,Instructor:,12,12,
WGSS 117-01 (30053),"Women, Health and Reproduction",Meeting: M W F  9:40 - 10:40 amTHEATR 206,Instructor: Elizabeth Jansen,30,30,First day attendance required; cross-listed with BIOL 117-01
WGSS 200-01 (30777),Feminist/Queer Theories and Methodologies: All the Scary Terms,Meeting:  T R   9:40 - 11:10 amMAIN 002,Instructor: Sonita Sarker,15,15,
WGSS 218-01 (30562),Philosophy of Race and Gender,Meeting:  T R   1:20 - 2:50 pmHUM 215,Instructor: Rotem Herrmann,20,20,Cross-listed with PHIL 218-01
WGSS 229-01 (30416),Narrating Black Women’s Resistance,Meeting: M      7:00 - 10:00 pmMAIN 111,Instructor: Walter Greason,20,20,Cross-listed with AMST 229-01 and HIST 229-01
